City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
336,aitape,97,PG,1571195652,67,-3.15,142.36,84.2,1.913
337,chino valley,1,US,1571195653,26,34.76,-112.45,66.27200000000005,2.1
338,amapa,40,HN,1571195653,94,15.09,-87.97,79.06999999999996,1.0
339,mapiripan,100,CO,1571195653,97,2.89,-72.13,73.75999999999999,1.182
340,upernavik,98,GL,1571195653,95,72.79,-56.15,26.95999999999998,4.8
341,contamana,28,PE,1571195653,70,-7.35,-75.01,78.08000000000004,0.98
342,cristalina,1,BR,1571195654,35,-16.77,-47.61,72.5,1.712
343,marzuq,40,YE,1571195654,63,14.4,46.47,69.08000000000004,0.395
344,vega de alatorre,24,MX,1571195654,77,20.03,-96.65,81.14000000000001,1.752
345,emmett,1,US,1571195654,47,43.87,-116.5,57.469999999999956,1.5
346,tezu,0,IN,1571195655,51,27.93,96.16,79.15999999999998,1.18
